movieId,title,genres,avg_rating,rating_count,tag_count,comprehensive_score,tags
907,"Gay Divorcee, The (1934)",Comedy|Musical|Romance,3.5,2,1,54.4079,divorce
908,North by Northwest (1959),Action|Adventure|Mystery|Romance|Thriller,4.1842,57,3,77.4271,Alfred Hitchcock|Mount Rushmore|imdb top 250
909,"Apartment, The (1960)",Comedy|Drama|Romance,3.963,27,1,70.5185,adultery
910,Some Like It Hot (1959),Comedy|Crime,4.01,50,1,73.762,men in drag
911,Charade (1963),Comedy|Crime|Mystery|Romance|Thriller,3.8077,13,1,65.3565,heist
912,Casablanca (1942),Drama|Romance,4.24,100,1,79.9277,start of a beautiful friendship
913,"Maltese Falcon, The (1941)",Film-Noir|Mystery,4.1705,44,1,75.4687,statue
914,My Fair Lady (1964),Comedy|Drama|Musical|Romance,4.0429,35,1,72.7204,George Bernard Shaw
915,Sabrina (1954),Comedy|Romance,3.7667,30,1,68.2091,rich guy - poor girl
916,Roman Holiday (1953),Comedy|Drama|Romance,4.0577,26,2,72.0809,Italy|royalty
917,"Little Princess, The (1939)",Children|Drama,3.5,2,0,53.7361,
918,Meet Me in St. Louis (1944),Musical,4.1,10,1,68.4091,1900s
919,"Wizard of Oz, The (1939)",Adventure|Children|Fantasy|Musical,3.8804,92,2,74.931,Dorothy|Toto
920,Gone with the Wind (1939),Drama|Romance|War,3.6444,45,1,68.1993,Civil War
921,My Favorite Year (1982),Comedy,3.3889,9,1,58.0427,television
922,Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Drama|Film-Noir|Romance,4.3333,27,3,76.3754,eerie|movie business|movies
923,Citizen Kane (1941),Drama|Mystery,4.0435,69,1,75.5958,Rosebud
924,2001: A Space Odyssey (1968),Adventure|Drama|Sci-Fi,3.8945,109,40,78.3859,Arthur C. Clarke|Dull|Hal|Oscar (Best Effects - Visual Effects)|Stanley Kubrick|aliens|apes|artificial intelligence|atmospheric|cinematography|classic|computer|confusing ending|cult film|future|futuristic|imdb top 250|masterpiece|meditative|music|mystery|overrated|philosophical|relaxing|revolutionary|robots|sci-fi|setting:space/space ship|slow|slow paced|soundtrack|space|space travel|spacecraft|superb soundtrack|surreal|technology|tedious|visual|visually appealing
926,All About Eve (1950),Drama,4.2292,24,1,73.7567,Hollywood
927,"Women, The (1939)",Comedy,4.0,3,1,62.6481,divorce
928,Rebecca (1940),Drama|Mystery|Romance|Thriller,4.1667,18,1,71.6986,Mrs. DeWinter
929,Foreign Correspondent (1940),Drama|Film-Noir|Mystery|Thriller,3.5,1,3,53.3317,Europe|journalism|war
930,Notorious (1946),Film-Noir|Romance|Thriller,4.25,20,1,73.2968,assassination
931,Spellbound (1945),Mystery|Romance|Thriller,3.8333,9,1,64.2649,amnesia
932,"Affair to Remember, An (1957)",Drama|Romance,3.9375,8,0,64.5973,
933,To Catch a Thief (1955),Crime|Mystery|Romance|Thriller,4.2174,23,0,72.7441,
934,Father of the Bride (1950),Comedy,3.25,12,1,57.2293,wedding
935,"Band Wagon, The (1953)",Comedy|Musical,3.8333,3,0,59.643,
936,Ninotchka (1939),Comedy|Romance,4.0,6,2,65.4536,Cold War|Russia
937,Love in the Afternoon (1957),Comedy|Romance,3.5,2,0,53.7361,
938,Gigi (1958),Musical,3.25,6,1,54.5606,prostitution
940,"Adventures of Robin Hood, The (1938)",Action|Adventure|Romance,4.0,8,1,66.1441,swashbuckler
941,"Mark of Zorro, The (1940)",Adventure,3.75,2,1,57.9079,swashbuckler
942,Laura (1944),Crime|Film-Noir|Mystery,4.3333,6,0,69.0555,
943,"Ghost and Mrs. Muir, The (1947)",Drama|Fantasy|Romance,3.9286,7,1,64.6363,ghosts
944,Lost Horizon (1937),Drama,4.0,3,1,62.6481,Shangri-La
945,Top Hat (1935),Comedy|Musical|Romance,4.0714,7,1,66.6363,Astaire and Rogers
946,To Be or Not to Be (1942),Comedy|Drama|War,2.5,3,0,40.9763,
947,My Man Godfrey (1936),Comedy|Romance,3.75,4,3,60.7819,butler|homeless|screwball
948,Giant (1956),Drama|Romance|Western,3.9167,6,1,63.894,oil
949,East of Eden (1955),Drama,3.9167,6,0,63.2222,
950,"Thin Man, The (1934)",Comedy|Crime,3.8571,7,1,63.6363,Nick and Nora Charles
951,His Girl Friday (1940),Comedy|Romance,4.3929,14,1,73.8462,Screwball
952,Around the World in 80 Days (1956),Adventure|Comedy,3.625,12,1,62.4793,race
953,It's a Wonderful Life (1946),Children|Drama|Fantasy|Romance,4.0345,58,1,74.7329,Christmas
954,Mr. Smith Goes to Washington (1939),Drama,4.0833,18,1,70.532,Politics
955,Bringing Up Baby (1938),Comedy|Romance,3.8611,18,2,67.8138,leopard|screwball
956,Penny Serenade (1941),Drama|Romance,4.0,1,1,59.6599,adoption
959,Of Human Bondage (1934),Drama,3.5,1,0,51.9882,
961,Little Lord Fauntleroy (1936),Drama,4.0,1,0,58.9882,
963,"Inspector General, The (1949)",Musical,3.0,1,0,44.9882,
965,"39 Steps, The (1935)",Drama|Mystery|Thriller,4.0455,11,1,68.0206,fugitive
968,Night of the Living Dead (1968),Horror|Sci-Fi|Thriller,3.75,28,1,67.6883,zombies
969,"African Queen, The (1951)",Adventure|Comedy|Romance|War,3.9706,34,1,71.5872,missionary
970,Beat the Devil (1953),Adventure|Comedy|Crime|Drama|Romance,3.5,1,1,52.6599,crime
971,Cat on a Hot Tin Roof (1958),Drama,4.1,10,1,68.4091,Tennessee Williams
973,Meet John Doe (1941),Comedy|Drama,3.9,5,1,62.9961,journalism
976,"Farewell to Arms, A (1932)",Romance|War,3.0,1,1,45.6599,Hemingway
979,Nothing Personal (1995),Drama|War,3.0,1,0,44.9882,
981,Dangerous Ground (1997),Drama,3.0,2,0,46.7361,
982,Picnic (1955),Drama,3.0,1,0,44.9882,
984,"Pompatus of Love, The (1996)",Comedy|Drama,3.5,2,0,53.7361,
986,Fly Away Home (1996),Adventure|Children,3.5385,13,1,61.5873,Animal movie
987,Bliss (1997),Drama|Romance,3.0,1,0,44.9882,
988,Grace of My Heart (1996),Comedy|Drama,3.0,2,0,46.7361,
990,Maximum Risk (1996),Action|Adventure|Thriller,2.9,5,0,48.3243,
991,Michael Collins (1996),Drama,3.3182,11,1,57.8388,Ireland
993,Infinity (1996),Drama,3.0,1,0,44.9882,
994,Big Night (1996),Comedy|Drama,4.1818,11,1,69.9297,food
996,Last Man Standing (1996),Action|Crime|Drama|Thriller,2.5,13,0,46.377,
998,Set It Off (1996),Action|Crime,3.0,3,0,47.9763,
999,2 Days in the Valley (1996),Crime|Film-Noir,3.0417,12,0,53.6409,
1003,Extreme Measures (1996),Drama|Thriller,2.5,3,0,40.9763,
1004,"Glimmer Man, The (1996)",Action|Thriller,3.0,6,0,50.3889,
1005,D3: The Mighty Ducks (1996),Children|Comedy,2.1875,8,0,40.0973,
1006,"Chamber, The (1996)",Drama,3.5,5,2,57.7891,John Grisham|death penalty
1007,"Apple Dumpling Gang, The (1975)",Children|Comedy|Western,2.6,10,0,46.7374,
1008,"Davy Crockett, King of the Wild Frontier (1955)",Adventure|Western,3.0,1,0,44.9882,
1009,Escape to Witch Mountain (1975),Adventure|Children|Fantasy,3.0556,9,0,52.7043,
1010,"Love Bug, The (1969)",Children|Comedy,3.0556,9,2,53.769,Disney|race
1011,Herbie Rides Again (1974),Children|Comedy|Fantasy|Romance,2.9375,8,0,50.5973,
1012,Old Yeller (1957),Children|Drama,3.4444,9,0,58.1487,
1013,"Parent Trap, The (1961)",Children|Comedy|Romance,3.2083,12,1,56.646,twins
1014,Pollyanna (1960),Children|Comedy|Drama,2.9,5,0,48.3243,
1015,Homeward Bound: The Incredible Journey (1993),Adventure|Children|Drama,2.95,20,0,54.425,
1016,"Shaggy Dog, The (1959)",Children|Comedy,2.9,5,0,48.3243,
1017,Swiss Family Robinson (1960),Adventure|Children,3.5,10,0,59.3374,
1018,That Darn Cat! (1965),Children|Comedy|Mystery,2.4167,6,0,42.2222,
1019,"20,000 Leagues Under the Sea (1954)",Adventure|Drama|Sci-Fi,3.4706,17,0,61.0487,
1020,Cool Runnings (1993),Comedy,3.0811,37,0,58.8168,
1021,Angels in the Outfield (1994),Children|Comedy,2.3333,27,0,47.0319,
1022,Cinderella (1950),Animation|Children|Fantasy|Musical|Romance,3.4881,42,1,65.7197,Disney
1023,Winnie the Pooh and the Blustery Day (1968),Animation|Children|Musical,3.6154,13,0,61.9924,
1024,"Three Caballeros, The (1945)",Animation|Children|Musical,3.6667,6,0,59.7222,
1025,"Sword in the Stone, The (1963)",Animation|Children|Fantasy|Musical,3.58,25,2,65.2305,Disney|King Arthur
1027,Robin Hood: Prince of Thieves (1991),Adventure|Drama,3.0179,28,0,56.7665,
1028,Mary Poppins (1964),Children|Comedy|Fantasy|Musical,3.8873,71,2,73.9241,Disney|nanny
1029,Dumbo (1941),Animation|Children|Drama|Musical,3.3857,35,1,63.5204,Disney
1030,Pete's Dragon (1977),Adventure|Animation|Children|Musical,2.7667,15,1,51.3578,Disney
1031,Bedknobs and Broomsticks (1971),Adventure|Children|Musical,3.4792,24,0,62.585,
1032,Alice in Wonderland (1951),Adventure|Animation|Children|Fantasy|Musical,3.375,40,1,63.9311,Disney
1033,"Fox and the Hound, The (1981)",Animation|Children|Drama,3.575,20,1,63.8468,Disney
1034,Freeway (1996),Comedy|Crime|Drama|Thriller,3.1,5,0,51.1243,
1035,"Sound of Music, The (1965)",Musical|Romance,3.9375,64,1,73.7926,Rogers and Hammerstein
1036,Die Hard (1988),Action|Crime|Thriller,3.8621,145,0,75.5534,
1037,"Lawnmower Man, The (1992)",Action|Horror|Sci-Fi|Thriller,2.7708,24,0,52.6683,
1040,"Secret Agent, The (1996)",Drama,3.0,1,0,44.9882,
1041,Secrets & Lies (1996),Drama,4.5909,11,0,74.9852,
1042,That Thing You Do! (1996),Comedy|Drama,3.2738,42,1,62.7197,Music
1043,To Gillian on Her 37th Birthday (1996),Drama|Romance,2.4,5,0,41.3243,
1046,Beautiful Thing (1996),Drama|Romance,4.5,4,0,69.9383,
1047,"Long Kiss Goodnight, The (1996)",Action|Drama|Thriller,3.3182,33,0,61.6568,
1049,"Ghost and the Darkness, The (1996)",Action|Adventure,3.4762,21,0,61.9922,
1050,Looking for Richard (1996),Documentary|Drama,3.9,5,0,62.3243,
1051,Trees Lounge (1996),Drama,4.0,3,0,61.9763,
1053,Normal Life (1996),Crime|Drama|Romance,3.0,1,0,44.9882,
1054,Get on the Bus (1996),Drama,2.0,1,0,30.9882,
1055,Shadow Conspiracy (1997),Thriller,1.5,2,0,25.7361,
1056,Jude (1996),Drama,3.0714,7,0,51.9645,
1057,Everyone Says I Love You (1996),Comedy|Musical|Romance,3.4667,15,0,60.486,
1059,William Shakespeare's Romeo + Juliet (1996),Drama|Romance,3.7222,36,5,69.4144,Amazing Cinematography|Leonardo DiCaprio|Shakespeare|shakespeare|updated classics
1060,Swingers (1996),Comedy|Drama,3.6944,36,0,67.289,
1061,Sleepers (1996),Thriller,3.6724,29,0,66.0764,
1064,Aladdin and the King of Thieves (1996),Animation|Children|Comedy|Fantasy|Musical|Romance,3.1538,13,0,55.5309,
1066,Shall We Dance (1937),Comedy|Musical|Romance,4.5,4,1,70.6101,Astaire and Rogers
1068,Crossfire (1947),Crime|Film-Noir,3.5,1,1,52.6599,anti-Semitism
1073,Willy Wonka & the Chocolate Factory (1971),Children|Comedy|Fantasy|Musical,3.8739,119,0,74.8743,
1076,"Innocents, The (1961)",Drama|Horror|Thriller,0.0,0,1,0.6718,governess
1077,Sleeper (1973),Comedy|Sci-Fi,3.75,28,0,67.0165,
1078,Bananas (1971),Comedy|War,3.4091,11,0,58.4398,
1079,"Fish Called Wanda, A (1988)",Comedy|Crime,3.9225,71,1,74.0241,fish
1080,Monty Python's Life of Brian (1979),Comedy,3.927,89,3,75.7198,Bible|parody|religion
1081,Victor/Victoria (1982),Comedy|Musical|Romance,3.5417,12,1,61.3127,cross dressing
1082,"Candidate, The (1972)",Drama,3.5833,6,1,59.2273,politics
1083,"Great Race, The (1965)",Comedy|Musical,3.3333,6,0,55.0555,
1084,Bonnie and Clyde (1967),Crime|Drama,4.0714,35,2,73.5134,1920s|gangsters
1085,"Old Man and the Sea, The (1958)",Adventure|Drama,3.5,2,0,53.7361,
1086,Dial M for Murder (1954),Crime|Mystery|Thriller,4.1,25,0,71.4457,
1088,Dirty Dancing (1987),Drama|Musical|Romance,3.369,42,2,64.446,dance|music
1089,Reservoir Dogs (1992),Crime|Mystery|Thriller,4.2023,131,10,82.2059,Quentin Tarantino|Tarantino|ensemble cast|heist|humorous|neo-noir|nonlinear|religion|stylized|violence
1090,Platoon (1986),Drama|War,3.9841,63,1,74.3786,Vietnam
1091,Weekend at Bernie's (1989),Comedy,2.5476,21,0,48.9922,
1092,Basic Instinct (1992),Crime|Mystery|Thriller,3.1915,47,0,61.3697,
1093,"Doors, The (1991)",Drama,3.4054,37,3,64.7009,1960s|Jim Morrison|music
1094,"Crying Game, The (1992)",Drama|Romance|Thriller,3.4405,42,0,64.3813,
1095,Glengarry Glen Ross (1992),Drama,3.6667,15,0,63.286,
1096,Sophie's Choice (1982),Drama,4.05,10,1,67.7091,Holocaust
1097,E.T. the Extra-Terrestrial (1982),Children|Drama|Sci-Fi,3.7664,122,1,74.1467,aliens
1099,"Christmas Carol, A (1938)",Children|Drama|Fantasy,3.375,4,0,54.1883,
1100,Days of Thunder (1990),Action|Drama|Romance,2.7105,19,0,50.862,
1101,Top Gun (1986),Action|Romance,3.3012,83,2,66.3829,Navy|predictable
1103,Rebel Without a Cause (1955),Drama,4.1,15,2,70.4174,1950s|adolescence
1104,"Streetcar Named Desire, A (1951)",Drama,4.475,20,1,76.4468,Tennessee Williams
1105,Children of the Corn IV: The Gathering (1996),Horror,4.6667,3,0,71.3097,
1107,Loser (1991),Comedy,2.0,2,0,32.7361,
1111,Microcosmos (Microcosmos: Le peuple de l'herbe) (1996),Documentary,4.125,4,0,64.6883,
1112,Palookaville (1996),Action|Comedy|Drama,4.5,2,0,67.7361,
1114,"Funeral, The (1996)",Crime|Drama,3.0,1,0,44.9882,
1116,"Single Girl, A (Fille seule, La) (1995)",Drama,4.0,1,0,58.9882,
1117,"Eighth Day, The (Huitième jour, Le) (1996)",Drama,3.5,1,0,51.9882,
1119,Drunks (1995),Drama,3.0,1,0,44.9882,
1120,"People vs. Larry Flynt, The (1996)",Comedy|Drama,3.537,27,1,64.5555,freedom of expression
1121,Glory Daze (1995),Drama,4.0,1,0,58.9882,
1123,"Perfect Candidate, A (1996)",Documentary,4.25,2,0,64.2361,
1124,On Golden Pond (1981),Drama,3.6538,13,1,63.2027,aging
1125,"Return of the Pink Panther, The (1975)",Comedy|Crime,3.6875,24,1,66.1734,Clousseau
1126,Drop Dead Fred (1991),Comedy|Fantasy,2.8333,6,0,48.0555,
1127,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,3.4758,62,0,66.5224,
1128,"Fog, The (1980)",Horror,2.5,5,0,42.7243,
1129,Escape from New York (1981),Action|Adventure|Sci-Fi|Thriller,3.4487,39,0,64.1849,
1130,"Howling, The (1980)",Horror|Mystery,2.9,5,0,48.3243,
1131,Jean de Florette (1986),Drama|Mystery,4.0909,11,0,67.9852,
1132,Manon of the Spring (Manon des sources) (1986),Drama,4.0625,8,0,66.3473,
1135,Private Benjamin (1980),Comedy,3.1154,13,1,55.6642,military
1136,Monty Python and the Holy Grail (1975),Adventure|Comedy|Fantasy,4.1618,136,4,81.0347,England|King Arthur|Monty Python|british comedy
1137,Hustler White (1996),Romance,4.0,1,0,58.9882,
1140,Entertaining Angels: The Dorothy Day Story (1996),Drama,5.0,1,0,72.9882,
1144,"Line King: The Al Hirschfeld Story, The (1996)",Documentary,4.0,1,0,58.9882,
1147,When We Were Kings (1996),Documentary,3.9,10,1,65.6091,boxing
1148,Wallace & Gromit: The Wrong Trousers (1993),Animation|Children|Comedy|Crime,4.0357,56,1,74.6014,Aardman
1150,"Return of Martin Guerre, The (Retour de Martin Guerre, Le) (1982)",Drama,4.3333,3,0,66.643,
1151,Lesson Faust (1994),Animation|Comedy|Drama|Fantasy,5.0,2,0,74.7361,
1156,"Children Are Watching Us, The (Bambini ci guardano, I) (1944)",Drama,3.5,1,0,51.9882,
1161,"Tin Drum, The (Blechtrommel, Die) (1979)",Drama|War,3.6667,3,0,57.3097,
1162,"Ruling Class, The (1972)",Comedy|Drama,3.0,1,0,44.9882,
1163,Mina Tannenbaum (1994),Drama,1.0,1,0,16.9882,
1167,Dear God (1996),Comedy,3.5,2,0,53.7361,
1170,Best of the Best 3: No Turning Back (1995),Action,2.5,2,0,39.7361,
1171,Bob Roberts (1992),Comedy,3.3529,17,1,60.0734,politics
1172,Cinema Paradiso (Nuovo cinema Paradiso) (1989),Drama,4.1618,34,0,73.5919,
1173,"Cook the Thief His Wife & Her Lover, The (1989)",Comedy|Drama,3.1364,11,0,54.6216,
1175,Delicatessen (1991),Comedy|Drama|Romance,3.8333,21,0,66.9922,
1176,"Double Life of Veronique, The (Double Vie de Véronique, La) (1991)",Drama|Fantasy|Romance,4.0,3,0,61.9763,
1177,Enchanted April (1992),Drama|Romance,4.0,6,1,65.0606,Italy
1178,Paths of Glory (1957),Drama|War,4.5417,12,2,75.7056,court|military
1179,"Grifters, The (1990)",Crime|Drama|Film-Noir,3.6296,27,1,65.8518,crime
1180,Hear My Song (1991),Comedy,3.0,1,0,44.9882,
1183,"English Patient, The (1996)",Drama|Romance|War,3.7111,45,1,69.1327,adultery
1184,Mediterraneo (1991),Comedy|Drama,3.9286,7,0,63.9645,
1185,My Left Foot (1989),Drama,3.95,10,0,65.6374,
1186,"Sex, Lies, and Videotape (1989)",Drama,3.587,23,0,63.918,
1187,Passion Fish (1992),Drama,3.6,5,1,58.7961,disability
1188,Strictly Ballroom (1992),Comedy|Romance,3.6591,22,2,65.8092,Australia|dance
1189,"Thin Blue Line, The (1988)",Documentary,4.0,11,1,67.3843,police
1190,Tie Me Up! Tie Me Down! (¡Átame!) (1990),Crime|Drama|Romance,3.1667,6,0,52.7222,
1191,Madonna: Truth or Dare (1991),Documentary|Musical,3.5,6,0,57.3889,
1192,Paris Is Burning (1990),Documentary,4.5,5,0,70.7243,
1193,One Flew Over the Cuckoo's Nest (1975),Drama,4.203,133,3,81.3003,emotional|jack nicholson|mental illness
1194,Cheech and Chong's Up in Smoke (1978),Comedy,3.5909,11,0,60.9852,
1196,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,4.2156,211,10,84.4353,George Lucas|Harrison Ford|I am your father|classic|music|original plot|sci-fi|sequel|space|space opera
1197,"Princess Bride, The (1987)",Action|Adventure|Comedy|Fantasy|Romance,4.2324,142,2,81.7132,Inigo Montoya|six-fingered man
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,4.2075,200,6,83.6536,Steven Spielberg|adventure|archaeology|ark of the covenant|indiana jones|treasure hunt
1199,Brazil (1985),Fantasy|Sci-Fi,4.178,59,0,76.1423,
1200,Aliens (1986),Action|Adventure|Horror|Sci-Fi,3.9643,126,8,78.5129,SPACE TRAVEL|action|aliens|horror|sci-fi|space|space craft|suspense
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",Action|Adventure|Western,4.1458,72,1,77.2097,spaghetti western
1202,Withnail & I (1987),Comedy,3.8571,7,0,62.9645,
1203,12 Angry Men (1957),Drama,4.1491,57,9,77.824,Motivational|claustrophobic|confrontational|court|earnest|good dialogue|great screenplay|gritty|thought-provoking
1204,Lawrence of Arabia (1962),Adventure|Drama|War,4.3,45,1,77.3771,Middle East
1206,"Clockwork Orange, A (1971)",Crime|Drama|Sci-Fi|Thriller,3.9958,120,1,77.2882,brainwashing
1207,To Kill a Mockingbird (1962),Drama,4.1207,58,2,76.3327,Harper Lee|racism
1208,Apocalypse Now (1979),Action|Drama|War,4.2196,107,1,79.9313,Vietnam
1209,Once Upon a Time in the West (C'era una volta il West) (1968),Action|Drama|Western,4.3056,18,1,73.6431,spaghetti western
1210,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi,4.1378,196,3,82.0481,darth vader|luke skywalker|space opera
1211,"Wings of Desire (Himmel über Berlin, Der) (1987)",Drama|Fantasy|Romance,3.8846,13,0,65.7616,
1212,"Third Man, The (1949)",Film-Noir|Mystery|Thriller,4.2292,24,3,74.4285,Venice|ferris wheel|zither
1213,Goodfellas (1990),Crime|Drama,4.25,126,1,81.0552,Mafia
1214,Alien (1979),Horror|Sci-Fi,3.9692,146,1,77.7541,aliens
1215,Army of Darkness (1993),Action|Adventure|Comedy|Fantasy|Horror,4.0392,51,0,73.5829,
1216,"Big Blue, The (Grand bleu, Le) (1988)",Adventure|Drama|Romance,3.4545,11,0,59.0761,
1217,Ran (1985),Drama|War,4.4333,15,1,74.6911,samurai
1218,"Killer, The (Die xue shuang xiong) (1989)",Action|Crime|Drama|Thriller,4.0,11,0,66.7125,
1219,Psycho (1960),Crime|Horror,4.0361,83,8,77.7368,Alfred Hitchcock|Norman Bates|black and white|imdb top 250|psychology|remade|suspenseful|tense
1220,"Blues Brothers, The (1980)",Action|Comedy|Musical,3.8095,84,1,73.1575,Saturday Night Live
1221,"Godfather: Part II, The (1974)",Crime|Drama,4.2597,129,2,81.6844,Al Pacino|Mafia
1222,Full Metal Jacket (1987),Drama|War,4.098,102,2,78.4177,Vietnam|anti-war
1223,"Grand Day Out with Wallace and Gromit, A (1989)",Adventure|Animation|Children|Comedy|Sci-Fi,4.0893,28,1,72.4383,moon
1224,Henry V (1989),Action|Drama|Romance|War,4.0,19,1,69.5864,Shakespeare
1225,Amadeus (1984),Drama,4.1842,76,2,78.3699,Mozart|Salieri
1226,"Quiet Man, The (1952)",Drama|Romance,3.5,6,0,57.3889,
1227,Once Upon a Time in America (1984),Crime|Drama,4.0625,16,0,69.089,
1228,Raging Bull (1980),Drama,4.1875,40,1,75.3061,boxing
1230,Annie Hall (1977),Comedy|Romance,3.8707,58,1,72.4398,New York
1231,"Right Stuff, The (1983)",Drama,3.8636,22,2,68.6728,NASA|space
1232,Stalker (1979),Drama|Mystery|Sci-Fi,3.625,8,0,60.2223,
1233,"Boot, Das (Boat, The) (1981)",Action|Drama|War,4.2125,40,1,75.6561,submarine
1234,"Sting, The (1973)",Comedy|Crime,3.9766,64,1,74.3395,The Entertainer
1235,Harold and Maude (1971),Comedy|Drama|Romance,4.2885,26,1,74.9187,May-December romance
1236,Trust (1990),Comedy|Drama|Romance,4.3333,3,0,66.643,
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,4.2222,18,7,73.82,atmospheric|cerebral|chess|death|existentialism|philosophical|reflective
1238,Local Hero (1983),Comedy,4.0556,9,0,66.7043,
1240,"Terminator, The (1984)",Action|Sci-Fi|Thriller,3.8969,131,7,77.6224,Action|Sci-Fi|artificial intelligence|robots|special effects|tense|time travel
1241,Dead Alive (Braindead) (1992),Comedy|Fantasy|Horror,4.05,10,0,67.0374,
1242,Glory (1989),Drama|War,4.1707,41,1,75.1752,Civil War
1243,Rosencrantz and Guildenstern Are Dead (1990),Comedy|Drama,3.9688,16,1,68.4483,Shakespeare sort of
1244,Manhattan (1979),Comedy|Drama|Romance,4.1061,33,1,73.3588,black and white
1245,Miller's Crossing (1990),Crime|Drama|Film-Noir|Thriller,4.225,20,1,72.9468,Mafia
1246,Dead Poets Society (1989),Drama,3.9593,86,2,75.7476,High School|highschool
1247,"Graduate, The (1967)",Comedy|Drama|Romance,4.0633,79,1,76.4489,Simon and Garfunkel
1248,Touch of Evil (1958),Crime|Film-Noir|Thriller,4.2647,17,0,72.1663,
1249,"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller,4.0714,35,1,73.1204,hit men
1250,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War,4.1222,45,1,74.8882,POW
1251,8 1/2 (8½) (1963),Drama|Fantasy,4.0714,14,0,68.6745,
1252,Chinatown (1974),Crime|Film-Noir|Mystery|Thriller,4.2119,59,1,77.2887,incest
1253,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi|Thriller,3.82,25,1,68.1975,aliens
1254,"Treasure of the Sierra Madre, The (1948)",Action|Adventure|Drama|Western,3.6562,16,1,64.0733,Cold
1255,Bad Taste (1987),Comedy|Horror|Sci-Fi,3.0,6,0,50.3889,
1256,Duck Soup (1933),Comedy|Musical|War,3.8043,23,0,66.9615,
1257,Better Off Dead... (1985),Comedy|Romance,3.6852,27,1,66.6296,skiing
1258,"Shining, The (1980)",Horror,4.0826,109,9,79.6514,Horror|Stanley Kubrick|Stephen King|atmospheric|disturbing|jack nicholson|masterpiece|psychological|suspense
1259,Stand by Me (1986),Adventure|Drama,4.0055,91,1,76.2422,Stephen King
1260,M (1931),Crime|Film-Noir|Thriller,3.7333,15,7,66.2347,atmospheric|chilly|creepy|menacing|mental illness|oninous|serial killer
1261,Evil Dead II (Dead by Dawn) (1987),Action|Comedy|Fantasy|Horror,4.0441,34,0,71.9448,
1262,"Great Escape, The (1963)",Action|Adventure|Drama|War,4.1279,43,1,74.7762,POW
1263,"Deer Hunter, The (1978)",Drama|War,3.8256,43,1,70.5436,Vietnam
1264,Diva (1981),Action|Drama|Mystery|Romance|Thriller,3.8,5,0,60.9243,
1265,Groundhog Day (1993),Comedy|Fantasy|Romance,3.9441,143,0,76.6417,
1266,Unforgiven (1992),Drama|Western,4.1111,45,1,74.7327,revenge
1267,"Manchurian Candidate, The (1962)",Crime|Thriller|War,4.25,30,2,75.3687,assassination|brainwashing
1268,Pump Up the Volume (1990),Comedy|Drama,3.6111,9,0,60.482,
1269,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,3.8793,29,1,69.6447,murder
1270,Back to the Future (1985),Adventure|Comedy|Sci-Fi,4.038,171,1,79.3949,time travel
1271,Fried Green Tomatoes (1991),Comedy|Crime|Drama,3.5,30,0,63.804,
1272,Patton (1970),Drama|War,4.1212,33,1,73.571,World War II
1273,Down by Law (1986),Comedy|Drama|Film-Noir,4.0455,11,0,67.3488,
1274,Akira (1988),Action|Adventure|Animation|Sci-Fi,3.7436,39,3,69.6566,animation|anime|visually stunning
1275,Highlander (1986),Action|Adventure|Fantasy,3.7292,48,0,68.986,
1276,Cool Hand Luke (1967),Drama,4.2719,57,1,77.9834,prison
1277,Cyrano de Bergerac (1990),Comedy|Drama|Romance,4.125,12,0,68.8075,
1278,Young Frankenstein (1974),Comedy|Fantasy,3.9928,69,1,74.8857,spoof
1279,Night on Earth (1991),Comedy|Drama,4.125,8,0,67.2223,
1280,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),Drama,4.3333,9,0,70.5932,
1281,"Great Dictator, The (1940)",Comedy|Drama|War,4.1333,15,1,70.4911,Nazis
1282,Fantasia (1940),Animation|Children|Fantasy|Musical,3.783,53,1,70.8306,Disney
1283,High Noon (1952),Drama|Western,4.2105,19,1,72.5338,gunfight
1284,"Big Sleep, The (1946)",Crime|Film-Noir|Mystery,4.1429,14,1,70.3462,Hammett
1285,Heathers (1989),Comedy,3.7317,41,1,69.0288,high school
1286,Somewhere in Time (1980),Drama|Romance,3.0714,7,0,51.9645,
1287,Ben-Hur (1959),Action|Adventure|Drama,3.9412,34,0,70.5036,
1288,This Is Spinal Tap (1984),Comedy,4.0152,66,3,75.6822,heavy metal|mockumentary|music
1289,Koyaanisqatsi (a.k.a. Koyaanisqatsi: Life Out of Balance) (1983),Documentary,3.8636,11,0,64.8034,
1290,Some Kind of Wonderful (1987),Drama|Romance,3.35,10,0,57.2374,
1291,Indiana Jones and the Last Crusade (1989),Action|Adventure,4.0464,140,2,79.0489,Holy Grail|archaeology
