movieId,title,genres,avg_rating,bayesian_rating,rating_count,recent_rating_count,tag_count,rating_score,popularity_score,tag_score,freshness_score,comprehensive_score,tags
1777,"Wedding Singer, The (1998)",Comedy|Romance,3.4196,3.4449,56,0,1,48.2289,13.9437,0.6718,0.0,62.8445,1980s
1779,Sphere (1998),Sci-Fi|Thriller,2.7609,3.1466,23,0,1,44.053,10.9605,0.6718,0.0,55.6853,good
1783,Palmetto (1998),Crime|Drama|Mystery|Romance|Thriller,2.8,3.3846,5,0,0,47.3848,6.1794,0.0,0.0,53.5643,
1784,As Good as It Gets (1997),Comedy|Drama|Romance,3.6979,3.6573,96,3,0,51.2029,15.7773,0.0,2.5,69.4802,
1785,King of New York (1990),Crime|Thriller,3.9,3.568,5,0,0,49.9515,6.1794,0.0,0.0,56.1309,
1791,Twilight (1998),Crime|Drama|Thriller,2.3333,3.3764,3,0,0,47.2695,4.7811,0.0,0.0,52.0505,
1792,U.S. Marshals (1998),Action|Crime|Thriller,3.0217,3.2716,23,0,0,45.803,10.9605,0.0,0.0,56.7635,
1793,Welcome to Woop-Woop (1997),Comedy,4.0,3.5385,2,0,0,49.5387,3.7889,0.0,0.0,53.3276,
1794,Love and Death on Long Island (1997),Comedy|Drama,3.0,3.4823,1,0,0,48.7517,2.3905,0.0,0.0,51.1423,
1797,Everest (1998),Documentary|IMAX,4.25,3.6464,6,0,0,51.0498,6.7111,0.0,0.0,57.7609,
1798,Hush (1998),Thriller,2.0,3.3903,2,0,0,47.4646,3.7889,0.0,0.0,51.2535,
1799,Suicide Kings (1997),Comedy|Crime|Drama|Mystery|Thriller,3.4231,3.4747,13,0,0,48.6459,9.1016,0.0,0.0,57.7475,
1801,"Man in the Iron Mask, The (1998)",Action|Adventure|Drama,3.5,3.5008,25,1,1,49.0109,11.2366,0.6718,1.25,62.1692,seen more than once
1804,"Newton Boys, The (1998)",Crime|Drama,3.0,3.4478,3,0,0,48.2695,4.7811,0.0,0.0,53.0505,
1805,Wild Things (1998),Crime|Drama|Mystery|Thriller,3.0161,3.2328,31,1,0,45.2597,11.9527,0.0,1.25,58.4624,
1806,Paulie (1998),Adventure|Children|Comedy,2.3125,3.2133,8,0,0,44.9862,7.5778,0.0,0.0,52.564,
1807,"Cool, Dry Place, A (1998)",Drama,3.0,3.4823,1,0,0,48.7517,2.3905,0.0,0.0,51.1423,
1809,Fireworks (Hana-bi) (1997),Crime|Drama,4.0,3.598,6,0,0,50.3724,6.7111,0.0,0.0,57.0835,
1810,Primary Colors (1998),Comedy|Drama,3.5,3.5011,11,0,1,49.0151,8.57,0.6718,0.0,58.2569,politics
1812,Wide Awake (1998),Children|Comedy|Drama,3.6667,3.5192,3,0,0,49.2695,4.7811,0.0,0.0,54.0505,
1816,Two Girls and a Guy (1997),Comedy|Drama,2.0,3.3407,3,0,0,46.7695,4.7811,0.0,0.0,51.5505,
1821,"Object of My Affection, The (1998)",Comedy|Romance,2.6667,3.34,6,0,0,46.7595,6.7111,0.0,0.0,53.4706,
1824,Homegrown (1998),Comedy|Thriller,1.0,3.4053,1,0,0,47.6748,2.3905,0.0,0.0,50.0653,
1825,The Players Club (1998),Comedy|Drama,3.5,3.5015,1,0,0,49.021,2.3905,0.0,0.0,51.4115,
1826,Barney's Great Adventure (1998),Adventure|Children,2.0,3.4438,1,0,0,48.2133,2.3905,0.0,0.0,50.6038,
1827,"Big One, The (1997)",Comedy|Documentary,3.3333,3.4835,3,0,0,48.7695,4.7811,0.0,0.0,53.5505,
1829,Chinese Box (1997),Drama|Romance,3.25,3.4829,2,0,0,48.7609,3.7889,0.0,0.0,52.5498,
1831,Lost in Space (1998),Action|Adventure|Sci-Fi,2.4483,2.9359,29,1,0,41.1027,11.7301,0.0,1.25,54.0828,
1833,Mercury Rising (1998),Action|Drama|Thriller,3.0,3.33,13,1,0,46.6196,9.1016,0.0,1.25,56.9712,
1834,"Spanish Prisoner, The (1997)",Crime|Drama|Mystery|Thriller,4.0,3.6539,11,0,1,51.154,8.57,0.6718,0.0,60.3958,twist ending
1835,City of Angels (1998),Drama|Fantasy|Romance,3.3824,3.4533,17,1,0,48.3463,9.9684,0.0,1.25,59.5647,
1836,"Last Days of Disco, The (1998)",Comedy|Drama,4.5,3.6085,3,0,0,50.5195,4.7811,0.0,0.0,55.3005,
1837,"Odd Couple II, The (1998)",Comedy,2.25,3.3289,4,0,0,46.605,5.5507,0.0,0.0,52.1557,
1839,My Giant (1998),Comedy,3.0,3.4823,1,0,0,48.7517,2.3905,0.0,0.0,51.1423,
1840,He Got Game (1998),Drama,3.2143,3.4387,7,0,0,48.142,7.1716,0.0,0.0,55.3136,
1841,"Gingerbread Man, The (1998)",Drama|Thriller,3.0,3.4823,1,0,0,48.7517,2.3905,0.0,0.0,51.1423,
1844,Live Flesh (Carne trémula) (1997),Drama|Romance,3.875,3.5531,4,0,0,49.7429,5.5507,0.0,0.0,55.2936,
1845,Zero Effect (1998),Comedy|Mystery|Thriller,3.9667,3.676,15,0,0,51.4636,9.5621,0.0,0.0,61.0258,
1848,"Borrowers, The (1997)",Adventure|Children|Comedy|Fantasy,3.0417,3.3524,12,0,0,46.9336,8.846,0.0,0.0,55.7797,
1855,Krippendorf's Tribe (1998),Comedy,2.5714,3.2981,7,0,0,46.1733,7.1716,0.0,0.0,53.3449,
1856,Kurt & Courtney (1998),Documentary,4.0,3.555,3,0,0,49.7695,4.7811,0.0,0.0,54.5505,
1857,"Real Blonde, The (1997)",Comedy,3.5,3.5015,1,0,0,49.021,2.3905,0.0,0.0,51.4115,
1858,Mr. Nice Guy (Yat goh ho yan) (1997),Action|Comedy,2.5625,3.2739,8,0,0,45.8347,7.5778,0.0,0.0,53.4125,
1859,Taste of Cherry (Ta'm e guilass) (1997),Drama,3.6667,3.5192,3,0,0,49.2695,4.7811,0.0,0.0,54.0505,
1860,Character (Karakter) (1997),Drama,2.625,3.3807,4,0,0,47.3291,5.5507,0.0,0.0,52.8798,
1862,Species II (1998),Horror|Sci-Fi,1.9444,3.0894,9,0,0,43.2513,7.9412,0.0,0.0,51.1925,
1863,Major League: Back to the Minors (1998),Comedy,2.4286,3.2668,7,0,0,45.7358,7.1716,0.0,0.0,52.9074,
1866,"Big Hit, The (1998)",Action|Comedy|Crime,2.9286,3.3762,7,0,0,47.267,7.1716,0.0,0.0,54.4386,
1867,Tarzan and the Lost City (1998),Action|Adventure,2.0,3.4438,1,0,0,48.2133,2.3905,0.0,0.0,50.6038,
1870,"Dancer, Texas Pop. 81 (1998)",Comedy|Drama,3.0,3.4823,1,0,0,48.7517,2.3905,0.0,0.0,51.1423,
1873,"Misérables, Les (1998)",Crime|Drama|Romance|War,3.75,3.5725,10,0,0,50.0156,8.2699,0.0,0.0,58.2855,
1875,Clockwatchers (1997),Comedy,3.9167,3.5819,6,0,0,50.1466,6.7111,0.0,0.0,56.8577,
1876,Deep Impact (1998),Drama|Sci-Fi|Thriller,3.0698,3.2285,43,1,0,45.1992,13.051,0.0,1.25,59.5002,
1881,Quest for Camelot (1998),Adventure|Animation|Children|Fantasy|Musical,2.0,3.3903,2,0,0,47.4646,3.7889,0.0,0.0,51.2535,
1882,Godzilla (1998),Action|Sci-Fi|Thriller,1.9545,2.6214,33,1,0,36.6991,12.1618,0.0,1.25,50.1108,
1883,Bulworth (1998),Comedy|Drama|Romance,3.2708,3.3885,24,0,0,47.4397,11.1013,0.0,0.0,58.541,
1884,Fear and Loathing in Las Vegas (1998),Adventure|Comedy|Drama,3.9674,3.8034,46,2,0,53.2471,13.2784,0.0,1.9812,68.5068,
1885,"Opposite of Sex, The (1998)",Comedy|Drama|Romance,3.125,3.3794,12,0,0,47.312,8.846,0.0,0.0,56.1581,
1887,Almost Heroes (1998),Adventure|Comedy|Western,2.0,3.3903,2,0,0,47.4646,3.7889,0.0,0.0,51.2535,
1888,Hope Floats (1998),Comedy|Drama|Romance,2.6667,3.4121,3,0,0,47.7695,4.7811,0.0,0.0,52.5505,
1889,Insomnia (1997),Drama|Mystery|Thriller,3.75,3.5618,8,0,0,49.865,7.5778,0.0,0.0,57.4428,
1891,"Ugly, The (1997)",Horror|Thriller,2.0,3.4438,1,0,0,48.2133,2.3905,0.0,0.0,50.6038,
1892,"Perfect Murder, A (1998)",Thriller,3.2812,3.4156,16,0,0,47.8182,9.7712,0.0,0.0,57.5894,
1893,Beyond Silence (Jenseits der Stille) (1996),Drama,4.5,3.54,1,0,0,49.5594,2.3905,0.0,0.0,51.95,
1894,Six Days Seven Nights (1998),Adventure|Comedy|Romance,2.8438,3.2449,16,0,0,45.4279,9.7712,0.0,0.0,55.1992,
1895,Can't Hardly Wait (1998),Comedy|Drama|Romance,3.3333,3.4385,15,0,0,48.1386,9.5621,0.0,0.0,57.7008,
1897,High Art (1998),Drama|Romance,3.5,3.5014,2,0,0,49.0202,3.7889,0.0,0.0,52.8091,
1900,"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",Comedy|Drama,4.0,3.5207,1,0,0,49.2902,2.3905,0.0,0.0,51.6807,
1902,Dream for an Insomniac (1996),Drama|Romance,4.0,3.5207,1,0,1,49.2902,2.3905,0.6718,0.0,52.3525,generation X
1904,Henry Fool (1997),Comedy|Drama,3.3333,3.4835,3,0,0,48.7695,4.7811,0.0,0.0,53.5505,
1906,Mr. Jealousy (1997),Comedy|Romance,2.5,3.4274,2,0,0,47.9831,3.7889,0.0,0.0,51.7721,
1907,Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance,3.5667,3.5434,45,3,0,49.6078,13.2043,0.0,2.5,65.3121,
1909,"X-Files: Fight the Future, The (1998)",Action|Crime|Mystery|Sci-Fi|Thriller,3.4405,3.4633,42,1,1,48.4857,12.9717,0.6718,1.25,63.3792,conspiracy
1910,I Went Down (1997),Comedy|Crime|Drama,2.0,3.3903,2,0,0,47.4646,3.7889,0.0,0.0,51.2535,
1911,Dr. Dolittle (1998),Comedy,2.6094,3.0007,32,2,0,42.0096,12.0588,0.0,1.9812,56.0496,
1912,Out of Sight (1998),Comedy|Crime|Drama|Romance|Thriller,3.8594,3.7024,32,1,1,51.8341,12.0588,0.6718,1.25,65.8147,heist
1913,Picnic at Hanging Rock (1975),Drama|Mystery,4.0,3.555,3,0,1,49.7695,4.7811,0.6718,0.0,55.2223,Australia
1914,Smoke Signals (1998),Comedy|Drama,3.3889,3.4717,9,0,0,48.6043,7.9412,0.0,0.0,56.5455,
1916,Buffalo '66 (a.k.a. Buffalo 66) (1998),Drama|Romance,3.4167,3.474,12,1,5,48.6363,8.846,1.7365,1.25,60.4689,avant-garde romantic comedy|elegiac|melancholy|quirky|wry
1917,Armageddon (1998),Action|Romance|Sci-Fi|Thriller,3.0543,3.1499,92,0,1,44.0987,15.6321,0.6718,0.0,60.4026,space
1918,Lethal Weapon 4 (1998),Action|Comedy|Crime|Thriller,2.8485,3.13,33,0,0,43.8197,12.1618,0.0,0.0,55.9815,
1919,Madeline (1998),Children|Comedy,2.5,3.3346,5,0,0,46.6848,6.1794,0.0,0.0,52.8643,
1920,Small Soldiers (1998),Animation|Children|Fantasy|War,2.8333,3.2218,18,0,0,45.1057,10.1548,0.0,0.0,55.2605,
1921,Pi (1998),Drama|Sci-Fi|Thriller,3.8511,3.7297,47,2,15,52.2159,13.3511,2.6871,1.9812,70.2353,artsy|atmospheric|cerebral|enigmatic|existentialism|hallucinatory|insanity|mathematics|mental illness|mindfuck|paranoia|paranoid|surreal|tense|visually appealing
1922,Whatever (1998),Drama,3.5,3.5014,2,0,0,49.0202,3.7889,0.0,0.0,52.8091,
1923,There's Something About Mary (1998),Comedy|Romance,3.6762,3.6426,105,0,3,50.9965,16.0833,1.3436,0.0,68.4234,Ben Stiller|crude humor|goofy
1924,Plan 9 from Outer Space (1959),Horror|Sci-Fi,3.1875,3.4254,8,0,0,47.9559,7.5778,0.0,0.0,55.5337,
1926,"Broadway Melody, The (1929)",Musical,3.0,3.4823,1,0,0,48.7517,2.3905,0.0,0.0,51.1423,
1927,All Quiet on the Western Front (1930),Action|Drama|War,4.35,3.744,10,0,0,52.4156,8.2699,0.0,0.0,60.6855,
1928,Cimarron (1931),Drama|Western,3.5,3.5015,1,0,0,49.021,2.3905,0.0,0.0,51.4115,
1929,Grand Hotel (1932),Drama|Romance,4.0,3.5385,2,0,0,49.5387,3.7889,0.0,0.0,53.3276,
1931,Mutiny on the Bounty (1935),Adventure|Drama,4.1667,3.6303,6,0,1,50.824,6.7111,0.6718,0.0,58.2069,ships
1932,"Great Ziegfeld, The (1936)",Drama|Musical,3.5,3.5015,1,0,0,49.021,2.3905,0.0,0.0,51.4115,
1933,"Life of Emile Zola, The (1937)",Drama,3.0,3.4823,1,0,0,48.7517,2.3905,0.0,0.0,51.1423,
1934,You Can't Take It with You (1938),Comedy|Romance,3.8333,3.5371,3,0,0,49.5195,4.7811,0.0,0.0,54.3005,
1936,Mrs. Miniver (1942),Drama|War,4.0,3.555,3,0,0,49.7695,4.7811,0.0,0.0,54.5505,
1937,Going My Way (1944),Comedy|Drama|Musical,3.25,3.4829,2,0,0,48.7609,3.7889,0.0,0.0,52.5498,
1938,"Lost Weekend, The (1945)",Drama,4.0,3.555,3,0,1,49.7695,4.7811,0.6718,0.0,55.2223,alcoholism
1939,"Best Years of Our Lives, The (1946)",Drama|War,4.0625,3.6375,8,0,0,50.9256,7.5778,0.0,0.0,58.5034,
1940,Gentleman's Agreement (1947),Drama,4.0,3.5207,1,0,2,49.2902,2.3905,1.0647,0.0,52.7455,Judaism|anti-Semitism
1941,Hamlet (1948),Drama,3.5,3.5014,2,0,0,49.0202,3.7889,0.0,0.0,52.8091,
1942,All the King's Men (1949),Drama,4.25,3.6048,4,0,2,50.4671,5.5507,1.0647,0.0,57.0825,Huey Long|Robert Penn Warren
1944,From Here to Eternity (1953),Drama|Romance|War,3.9545,3.64,11,0,0,50.9596,8.57,0.0,0.0,59.5296,
1945,On the Waterfront (1954),Crime|Drama,4.1875,3.8375,24,1,2,53.7254,11.1013,1.0647,1.25,67.1415,boxing|coulda been a contender
1946,Marty (1955),Drama|Romance,3.8333,3.5371,3,0,0,49.5195,4.7811,0.0,0.0,54.3005,
1947,West Side Story (1961),Drama|Musical|Romance,3.6029,3.56,34,1,1,49.8397,12.2617,0.6718,1.25,64.0233,Gangs
1948,Tom Jones (1963),Adventure|Comedy|Romance,3.6429,3.5325,7,0,1,49.4545,7.1716,0.6718,0.0,57.2979,British
1949,"Man for All Seasons, A (1966)",Drama,4.3333,3.6625,6,0,0,51.2756,6.7111,0.0,0.0,57.9867,
1950,In the Heat of the Night (1967),Drama|Mystery,4.1818,3.7094,11,0,1,51.9318,8.57,0.6718,0.0,61.1736,racism
1951,Oliver! (1968),Drama|Musical,3.5714,3.5168,7,0,1,49.2358,7.1716,0.6718,0.0,57.0792,Dickens
1952,Midnight Cowboy (1969),Drama,3.9545,3.7136,22,0,1,51.9903,10.8137,0.6718,0.0,63.4758,prostitution
1953,"French Connection, The (1971)",Action|Crime|Thriller,3.8718,3.7272,39,0,2,52.1804,12.7223,1.0647,0.0,65.9674,drugs|police
1954,Rocky (1976),Drama,3.8281,3.7364,64,3,2,52.3095,14.3967,1.0647,2.5,70.2709,boxing|sports
1955,Kramer vs. Kramer (1979),Drama,3.8929,3.642,14,0,1,50.9883,9.3396,0.6718,0.0,60.9997,divorce
1956,Ordinary People (1980),Drama,4.0,3.6632,12,0,0,51.285,8.846,0.0,0.0,60.131,
1957,Chariots of Fire (1981),Drama,4.0385,3.6852,13,0,2,51.5933,9.1016,1.0647,0.0,61.7597,Olympics|sports
1958,Terms of Endearment (1983),Comedy|Drama,3.7955,3.6391,22,1,0,50.9478,10.8137,0.0,1.25,63.0115,
1959,Out of Africa (1985),Drama|Romance,3.6667,3.5635,15,0,2,49.8886,9.5621,1.0647,0.0,60.5155,Africa|adultery
1960,"Last Emperor, The (1987)",Drama,3.6923,3.5988,26,0,1,50.3832,11.3667,0.6718,0.0,62.4217,China
1961,Rain Man (1988),Drama,3.8073,3.7441,96,4,1,52.4177,15.7773,0.6718,2.9024,71.7692,autism
1962,Driving Miss Daisy (1989),Drama,3.7391,3.6154,23,1,1,50.6155,10.9605,0.6718,1.25,63.4978,rasicm
1963,Take the Money and Run (1969),Comedy|Crime,3.3636,3.4594,11,0,0,48.4318,8.57,0.0,0.0,57.0018,
1964,Klute (1971),Drama|Mystery,4.0833,3.6142,6,0,0,50.5982,6.7111,0.0,0.0,57.3093,
1965,Repo Man (1984),Comedy|Sci-Fi,3.381,3.4465,21,0,0,48.251,10.6604,0.0,0.0,58.9114,
1966,Metropolitan (1990),Comedy,3.625,3.5315,8,0,0,49.4408,7.5778,0.0,0.0,57.0186,
1967,Labyrinth (1986),Adventure|Fantasy|Musical,3.8214,3.7021,42,0,0,51.829,12.9717,0.0,0.0,64.8007,
1968,"Breakfast Club, The (1985)",Comedy|Drama,3.7788,3.7285,113,3,0,52.1996,16.3343,0.0,2.5,71.0339,
1969,"Nightmare on Elm Street 2: Freddy's Revenge, A (1985)",Horror,2.35,3.1725,10,1,0,44.4156,8.2699,0.0,1.25,53.9355,
1970,"Nightmare on Elm Street 3: Dream Warriors, A (1987)",Horror|Thriller,2.9167,3.3119,12,0,0,46.3661,8.846,0.0,0.0,55.2121,
1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)",Horror|Thriller,2.4286,3.2668,7,0,0,45.7358,7.1716,0.0,0.0,52.9074,
1972,"Nightmare on Elm Street 5: The Dream Child, A (1989)",Horror,2.1429,3.2043,7,0,0,44.8608,7.1716,0.0,0.0,52.0324,
1973,"Freddy's Dead: The Final Nightmare (Nightmare on Elm Street Part 6: Freddy's Dead, A) (1991)",Horror,2.2,3.2846,5,0,0,45.9848,6.1794,0.0,0.0,52.1643,
1974,Friday the 13th (1980),Horror|Mystery|Thriller,2.875,3.257,16,1,0,45.5987,9.7712,0.0,1.25,56.6199,
1975,Friday the 13th Part 2 (1981),Horror,2.5,3.2825,7,1,1,45.9545,7.1716,0.6718,1.25,55.0479,Jason
1976,Friday the 13th Part 3: 3D (1982),Horror,2.2143,3.22,7,1,1,45.0795,7.1716,0.6718,1.25,54.1729,Jason
1977,Friday the 13th Part IV: The Final Chapter (1984),Horror,2.5833,3.3238,6,1,1,46.5337,6.7111,0.6718,1.25,55.1666,Jason
1978,Friday the 13th Part V: A New Beginning (1985),Horror,2.5,3.4274,2,1,1,47.9831,3.7889,0.6718,1.25,53.6938,Jason
1979,Friday the 13th Part VI: Jason Lives (1986),Horror,3.25,3.4669,4,1,1,48.536,5.5507,0.6718,1.25,56.0085,Jason
1980,Friday the 13th Part VII: The New Blood (1988),Horror,2.0,3.4438,1,0,0,48.2133,2.3905,0.0,0.0,50.6038,
1981,Friday the 13th Part VIII: Jason Takes Manhattan (1989),Horror,2.0,3.3407,3,0,0,46.7695,4.7811,0.0,0.0,51.5505,
1982,Halloween (1978),Horror,3.7222,3.6161,27,1,0,50.6259,11.4922,0.0,1.25,63.368,
1983,Halloween II (1981),Horror,2.4,3.318,5,2,1,46.4515,6.1794,0.6718,1.9812,55.2839,halloween
1984,Halloween III: Season of the Witch (1982),Horror,2.1667,3.3585,3,1,1,47.0195,4.7811,0.6718,1.25,53.7223,halloween
1985,Halloween 4: The Return of Michael Myers (1988),Horror,2.0,3.4438,1,0,0,48.2133,2.3905,0.0,0.0,50.6038,
1986,Halloween 5: The Revenge of Michael Myers (1989),Horror,1.5,3.3533,2,0,0,46.9461,3.7889,0.0,0.0,50.735,
1987,Prom Night (1980),Horror,2.5,3.4274,2,0,0,47.9831,3.7889,0.0,0.0,51.7721,
1990,Prom Night IV: Deliver Us From Evil (1992),Horror,4.0,3.5207,1,0,0,49.2902,2.3905,0.0,0.0,51.6807,
1991,Child's Play (1988),Horror|Thriller,2.7083,3.2443,12,1,0,45.4201,8.846,0.0,1.25,55.5162,
1992,Child's Play 2 (1990),Horror|Thriller,2.375,3.3462,4,0,0,46.8464,5.5507,0.0,0.0,52.397,
1993,Child's Play 3 (1991),Comedy|Horror|Thriller,1.8,3.218,5,0,0,45.0515,6.1794,0.0,0.0,51.2309,
1994,Poltergeist (1982),Horror|Thriller,3.4255,3.4519,47,1,1,48.327,13.3511,0.6718,1.25,63.5998,ghosts
1995,Poltergeist II: The Other Side (1986),Horror|Thriller,1.6667,3.1464,6,0,1,44.0498,6.7111,0.6718,0.0,51.4327,ghosts
1996,Poltergeist III (1988),Horror|Thriller,1.875,3.2772,4,0,1,45.8809,5.5507,0.6718,0.0,52.1033,ghosts
1997,"Exorcist, The (1973)",Horror|Mystery,3.8019,3.7056,53,1,1,51.8788,13.7573,0.6718,1.25,67.5578,demons
1998,Exorcist II: The Heretic (1977),Horror,1.5,3.2255,4,1,0,45.1567,5.5507,0.0,1.25,51.9574,
1999,"Exorcist III, The (1990)",Horror,2.0,3.2944,4,0,0,46.1222,5.5507,0.0,0.0,51.6729,
2000,Lethal Weapon (1987),Action|Comedy|Crime|Drama,3.6733,3.6304,75,0,0,50.8254,14.9359,0.0,0.0,65.7613,
2001,Lethal Weapon 2 (1989),Action|Comedy|Crime|Drama,3.1809,3.2922,47,0,0,46.0909,13.3511,0.0,0.0,59.442,
2002,Lethal Weapon 3 (1992),Action|Comedy|Crime|Drama,2.9348,3.1344,46,1,0,43.8809,13.2784,0.0,1.25,58.4094,
2003,Gremlins (1984),Comedy|Horror,3.378,3.4248,41,1,0,47.9477,12.8905,0.0,1.25,62.0882,
2004,Gremlins 2: The New Batch (1990),Comedy|Horror,3.3333,3.4385,15,0,0,48.1386,9.5621,0.0,0.0,57.7008,
2005,"Goonies, The (1985)",Action|Adventure|Children|Comedy|Fantasy,3.5702,3.5493,57,3,0,49.6896,14.0037,0.0,2.5,66.1933,
2006,"Mask of Zorro, The (1998)",Action|Comedy|Romance,3.1,3.2181,60,1,2,45.0535,14.1776,1.0647,1.25,61.5459,California|Mexico
2007,Polish Wedding (1998),Comedy,3.5,3.5014,2,0,0,49.0202,3.7889,0.0,0.0,52.8091,
2008,"This World, Then the Fireworks (1997)",Crime|Drama|Film-Noir,3.0,3.4823,1,0,0,48.7517,2.3905,0.0,0.0,51.1423,
2009,Soylent Green (1973),Drama|Mystery|Sci-Fi|Thriller,3.4737,3.4895,19,0,0,48.8533,10.3317,0.0,0.0,59.185,
2010,Metropolis (1927),Drama|Sci-Fi,3.8571,3.6639,21,1,0,51.2945,10.6604,0.0,1.25,63.2049,
2011,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,3.5057,3.5048,87,3,1,49.0674,15.4415,0.6718,2.5,67.6807,time travel
2012,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western,3.3693,3.3986,88,0,0,47.58,15.4805,0.0,0.0,63.0605,
2013,"Poseidon Adventure, The (1972)",Action|Adventure|Drama,3.0952,3.3161,21,1,0,46.4249,10.6604,0.0,1.25,58.3353,
2014,Freaky Friday (1977),Children|Comedy|Fantasy,2.625,3.2891,8,0,0,46.0468,7.5778,0.0,0.0,53.6246,
2015,"Absent-Minded Professor, The (1961)",Children|Comedy|Fantasy,3.3889,3.4717,9,0,0,48.6043,7.9412,0.0,0.0,56.5455,
2016,"Apple Dumpling Gang Rides Again, The (1979)",Children|Comedy|Western,2.875,3.4151,4,0,0,47.8119,5.5507,0.0,0.0,53.3625,
2017,Babes in Toyland (1961),Children|Fantasy|Musical,3.1,3.4346,5,0,0,48.0848,6.1794,0.0,0.0,54.2643,
2018,Bambi (1942),Animation|Children|Drama,3.3684,3.4213,38,0,0,47.8975,12.6349,0.0,0.0,60.5325,
2019,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama,4.1875,3.9526,48,1,1,55.3362,13.4222,0.6718,1.25,70.6802,samurai
2020,Dangerous Liaisons (1988),Drama|Romance,4.0,3.7508,25,0,1,52.5109,11.2366,0.6718,0.0,64.4192,adultery
2021,Dune (1984),Adventure|Sci-Fi,3.4324,3.4603,37,0,0,48.4443,12.5454,0.0,0.0,60.9896,
2022,"Last Temptation of Christ, The (1988)",Drama,3.6875,3.5466,8,0,2,49.6529,7.5778,1.0647,0.0,58.2954,Bible|Katzanzakis
2023,"Godfather: Part III, The (1990)",Crime|Drama|Mystery|Thriller,3.3556,3.4077,45,2,5,47.7078,13.2043,1.7365,1.9812,64.6298,Al Pacino|Andy Garcia|Classic|Francis Ford Coppola|mafia
2024,"Rapture, The (1991)",Drama|Mystery,3.3333,3.4835,3,0,0,48.7695,4.7811,0.0,0.0,53.5505,
2025,Lolita (1997),Drama|Romance,3.9286,3.595,7,0,0,50.3295,7.1716,0.0,0.0,57.5011,
2026,Disturbing Behavior (1998),Horror|Thriller,2.0,3.3407,3,0,0,46.7695,4.7811,0.0,0.0,51.5505,
2027,Jane Austen's Mafia! (1998),Comedy|Crime,1.8333,3.06,9,0,0,42.8396,7.9412,0.0,0.0,50.7807,
2028,Saving Private Ryan (1998),Action|Drama|War,4.1463,4.0706,188,5,1,56.9885,18.0778,0.6718,3.2312,78.9693,World War II
2032,"Barefoot Executive, The (1971)",Children|Comedy,2.0,3.4438,1,0,0,48.2133,2.3905,0.0,0.0,50.6038,
2033,"Black Cauldron, The (1985)",Adventure|Animation|Children|Fantasy,3.75,3.5618,8,0,0,49.865,7.5778,0.0,0.0,57.4428,
2034,"Black Hole, The (1979)",Children|Sci-Fi,2.6111,3.2659,9,0,0,45.7219,7.9412,0.0,0.0,53.6631,
2035,Blackbeard's Ghost (1968),Children|Comedy,3.6667,3.5192,3,0,0,49.2695,4.7811,0.0,0.0,54.0505,
2036,Blank Check (1994),Children|Comedy,2.25,3.2593,6,0,0,45.6305,6.7111,0.0,0.0,52.3416,
2037,Candleshoe (1977),Adventure|Children|Comedy,4.0,3.5207,1,0,0,49.2902,2.3905,0.0,0.0,51.6807,
2038,"Cat from Outer Space, The (1978)",Children|Comedy|Sci-Fi,2.3333,3.3764,3,0,0,47.2695,4.7811,0.0,0.0,52.0505,
2040,"Computer Wore Tennis Shoes, The (1969)",Children|Comedy,2.8571,3.3606,7,0,0,47.0483,7.1716,0.0,0.0,54.2199,
2041,Condorman (1981),Action|Adventure|Children|Comedy,3.3333,3.4835,3,0,0,48.7695,4.7811,0.0,0.0,53.5505,
2042,D2: The Mighty Ducks (1994),Children|Comedy,2.5833,3.3238,6,0,0,46.5337,6.7111,0.0,0.0,53.2448,
2043,Darby O'Gill and the Little People (1959),Adventure|Children|Fantasy,2.75,3.3979,4,0,0,47.5705,5.5507,0.0,0.0,53.1212,
2044,"Devil and Max Devlin, The (1981)",Comedy|Fantasy,2.5,3.4274,2,0,0,47.9831,3.7889,0.0,0.0,51.7721,
2046,Flight of the Navigator (1986),Adventure|Children|Sci-Fi,3.2083,3.3579,24,0,0,47.0111,11.1013,0.0,0.0,58.1124,
2048,"Great Mouse Detective, The (1986)",Action|Animation|Children|Crime,3.5625,3.5163,8,2,0,49.2286,7.5778,0.0,1.9812,58.7877,
2050,Herbie Goes Bananas (1980),Adventure|Children|Comedy,2.875,3.4151,4,0,0,47.8119,5.5507,0.0,0.0,53.3625,
2051,Herbie Goes to Monte Carlo (1977),Adventure|Children|Comedy,2.3333,3.3764,3,0,0,47.2695,4.7811,0.0,0.0,52.0505,
2052,Hocus Pocus (1993),Children|Comedy|Fantasy|Horror,2.7609,3.1466,23,0,0,44.053,10.9605,0.0,0.0,55.0135,
2053,"Honey, I Blew Up the Kid (1992)",Children|Comedy|Sci-Fi,2.05,2.8564,20,0,0,39.9899,10.5,0.0,0.0,50.4899,
2054,"Honey, I Shrunk the Kids (1989)",Adventure|Children|Comedy|Fantasy|Sci-Fi,2.7574,2.9574,68,0,1,41.4037,14.6027,0.6718,0.0,56.6781,Disney
